species,region,hemilineage,cell_type,known_nt_source,known_nt_evidence,known_nt_confidence,acetylcholine,glutamate,gaba,glycine,dopamine,serotonin,octopamine,tyramine,histamine,nitric_oxide
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB2E6,ASB,educated guess,0,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB2E8,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB2E9,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM4_dorsal,CB.FB2G0,Janelia,EASI-FISH,4,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,CB.FB2H0,"Hulse et al., 2020",immuno,5,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,CB.FB2H0,Janelia,EASI-FISH,4,0,0,0,0,1,-1,-1,-1,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FB2I1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FB2I2,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,CREa2_medial,CB.FB2K0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,CREa2_medial,CB.FB2K1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,"CB.FB3,4A10","Hulse et al., 2020",immuno,5,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,"CB.FB3,4A10",Janelia,EASI-FISH,4,0,0,0,0,1,1,-1,-1,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,"CB.FB3,4A2",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,"CB.FB3,4A21",Hasenhuetl et al. 2024,intersection,4,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,"CB.FB3,4A21","Hulse et al., 2020",immuno,5,0,0,0,0,1,0,0,1,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,"CB.FB3,4A21",Janelia,EASI-FISH,4,0,0,0,0,1,-1,-1,1,0,0
adult_drosophila_melanogaster,midbrain,0,"CB.FB3,4A3",Janelia,EASI-FISH,4,1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6__prim,"CB.FB3,4A9",Janelia,EASI-FISH,4,0,0,0,0,-1,1,-1,-1,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,"CB.FB3,4D0",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,"CB.FB3,4D1",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,"CB.FB3,4D2",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,"CB.FB3,4D3",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,"CB.FB3,4D4",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I0",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I1",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I2",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I3",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I5",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I6",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I7",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I8",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,"CB.FB3,4I9",Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,EBa1,"CB.FB3,4L0","Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,EBa1,"CB.FB3,4L1",Janelia,EASI-FISH,4,-1,-1,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,CB.FB5B0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,CB.FB5B1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB5C0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,CB.FB5D2,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,CB.FB5D3,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,CB.FB5D5,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,CB.FB5D6,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,putative_primary,CB.FB5F0,"Hulse et al., 2020",immuno,5,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM4_dorsal,CB.FB5G0,Janelia,EASI-FISH,4,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM4_dorsal,CB.FB5G0,"Matheson et al., 2022",immuno,5,1,0,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FB5I2,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FB5I3,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,CB.FB6B1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB6C1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB6C2,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB6C3,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB6C4,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E1,Hasenhuetl et al. 2024 ),intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E2,Hasenhuetl et al. 2024,intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E2,"Hulse et al., 2020",immuno,5,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E3,Hasenhuetl et al. 2024 ),intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E4,Hasenhuetl et al. 2024,intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E4,Janelia,EASI-FISH,4,1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E4,"Jones et al., 2024",immuno,5,1,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB6E5,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FB6I0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FB6I1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,CB.FB7B0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,CB.FB7D0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E1,Hasenhuetl et al. 2024 ),intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E2,Hasenhuetl et al. 2024,intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E2,Hasenhuetl et al. 2024 ),intersection,4,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E2,"Hulse et al., 2020",immuno,5,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB7E2,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,CB.FB8B0,Janelia,EASI-FISH,4,-1,1,-1,0,-1,-1,-1,1,0,0
adult_drosophila_melanogaster,midbrain,DM6_dorso_medial,CB.FB8B1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB8C1,Janelia,EASI-FISH,4,1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB8C2,Janelia,EASI-FISH,4,1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SIPp1,CB.FB8C3,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL1_dorsal,CB.FB8E1,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,AOTUv4_ventral,CB.FB9D0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LALv1_dorsal,CB.FBTI0,Janelia,EASI-FISH,4,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB0027,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,putative_primary,CB0212,Yao and Scott 2022,immuno,5,0,0,0,0,0,1,0,0,0,0
adult_drosophila_melanogaster,midbrain,putative_primary,CB0262,Yao and Scott 2022,immuno,5,0,0,0,0,0,1,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB0307,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VLPd&p1_posterior,CB0339,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa2,CB0342,"Dolan et al., 2019",immuno,5,1,-1,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VESa1,CB0627,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,putative_primary,CB0892,Yao and Scott 2022,immuno,5,0,0,0,0,0,1,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB1041,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1065,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1098,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SLPpm1,CB1134,"Dolan et al., 2019",immuno,5,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1198,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SMPpv2_dorsal,CB1215,Zandawala,scRNA-seq,3,0,0,0,0,0,0,0,0,0,1
adult_drosophila_melanogaster,midbrain,SLPp&v1_posterior,CB1218,"Dolan et al., 2019",immuno,5,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1231,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHl2_dorsal,CB1244,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHl2_dorsal,CB1245,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB1296,"Liang et al., 2013","immuno, MARCM",5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1314,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALlv1,CB1321,"Tanaka et al., 2012","immuno, tract based",3,1,0,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1383,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALlv1,CB1461,"Tanaka et al., 2012","immuno, tract based",3,1,0,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHp1,CB1503,"Dolan et al., 2019",immuno,5,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,SLPp&v1_posterior,CB1511,"Dolan et al., 2019",immuno,5,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHp1,CB1518,ASB,educated guess,0,0,1,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VLPp&l1_anterior,CB1527,"Dolan et al., 2019",immuno,5,-1,-1,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1538,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL2_dorsal,CB1656,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1760,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHl2_dorsal,CB1870,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1942,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1948,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VLPp&l1_anterior,CB1966,"Dolan et al., 2019",immuno,5,-1,-1,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB1969,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALlv1,CB1988,"Tanaka et al., 2012","immuno, tract based",3,1,0,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2004,"Liang et al., 2013","immuno, MARCM",5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHd1,CB2019,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2020,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB2023,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,LHp1,CB2064,"Dolan et al., 2019",immuno,5,-1,1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB2072,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VPNp&v1_posterior,CB2151,"Dolan et al., 2019",immuno,5,-1,-1,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALlv1,CB2161,"Tanaka et al., 2012","immuno, tract based",3,1,0,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB2228,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB2238,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2307,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,PSa1,CB2338,"Ito et al., 2013",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2372,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALlv1,CB2388,"Tanaka et al., 2012","immuno, tract based",3,1,0,0,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2536,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL2_dorsal,CB2559,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2561,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2589,"Liang et al., 2013","immuno, MARCM",5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2703,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2711,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,CREa1_dorsal,CB2730,Mao & Davis 2009,immuno,5,0,0,0,0,1,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2761,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2772,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,WEDa1,CB2824,"Ito et al., 2014",immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VLPd&p1_posterior,CB2842,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,ALv1,CB2900,Liang et al. 2013,immuno,5,0,0,1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL2_dorsal,CB2960,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VLPd&p1_posterior,CB2977,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,DL2_dorsal,CB2987,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
adult_drosophila_melanogaster,midbrain,VLPd&p1_posterior,CB3009,"Dolan et al., 2019",immuno,5,1,-1,-1,0,0,0,0,0,0,0
