species,region,cell_type,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence,root_id,supervoxel_id,position
adult_drosophila_melanogaster,neck_connective,DNp05,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941595542823,76001336827249859,"115816, 92500, 3024"
adult_drosophila_melanogaster,neck_connective,DNp06,SMPpv2_ventral,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941657879576,76071705570922564,"118089,92500,2831"
adult_drosophila_melanogaster,neck_connective,DNp06,SMPpv2_ventral,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941611791590,76142074315177962,"120430, 92500, 2865"
adult_drosophila_melanogaster,neck_connective,DNp07,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941407841071,76071705571468335,"116761, 92500, 3030"
adult_drosophila_melanogaster,neck_connective,DNp07,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941629726246,76212443059861893,"122249, 92500, 3058"
adult_drosophila_melanogaster,neck_connective,DNp07,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941407841071,76071705571471235,"116793,92487,3029"
adult_drosophila_melanogaster,neck_connective,DNp09,SMPpv2_ventral,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941578692697,76071705504175079,"117484, 92500, 2724"
adult_drosophila_melanogaster,neck_connective,DNp09,SMPpv2_ventral,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941633779387,76212442992623301,"122304, 92500, 2755"
adult_drosophila_melanogaster,neck_connective,DNp10,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941593683051,76212442992756280,"121228, 92500, 2803"
adult_drosophila_melanogaster,neck_connective,DNp10,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941453043783,76071705504383689,"117792, 92500, 2804"
adult_drosophila_melanogaster,neck_connective,DNp11,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941558635279,76001336827122664,"115941, 92500, 2974"
adult_drosophila_melanogaster,neck_connective,DNp11,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941668513011,76212443059713921,"122297, 92500, 3007"
adult_drosophila_melanogaster,neck_connective,DNp13,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941595955569,76142074315256456,"120604, 92500, 2895"
adult_drosophila_melanogaster,neck_connective,DNp13,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941542534236,76071705571220772,"117069, 92500, 2951"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941523074295,76001336827125335,"115523, 92500, 2977"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941579616081,76282811803975486,"123122, 92500, 3028"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941690874331,76282811803929143,"123325, 92500, 3012"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941626222218,76001336827226043,"115562, 92500, 3013"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941546970292,76001336827038859,"115664, 92500, 2948"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941486587714,76282811803920686,"123153, 92500, 3012"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941454975539,76282811803972996,"123192, 92500, 3029"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941579841013,76212443059594923,"122643, 92500, 2953"
adult_drosophila_melanogaster,neck_connective,DNp16,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941451226490,76562843872771954,"131286, 50911, 3703"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941489377737,76001336826833600,"115991, 92500, 2879"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941404981360,76212443059726304,"122801, 92500, 3004"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941563334912,76001336826864860,"115962, 92500, 2886"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941491055820,76282811803898846,"122894, 92500, 3003"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941542617117,76001336826960578,"115522, 92500, 2922"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941483358717,76212443059731168,"122841, 92500, 3010"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941598693824,76282811803948479,"123192, 92500, 3022"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941630081574,76282811803890380,"123194, 92500, 2999"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941430080393,76001336826946156,"115626, 92500, 2915"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941519274968,76001336826972216,"115588, 92500, 2926"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941588409924,76001336826937770,"115574, 92500, 2912"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941616284629,76001336826859003,"116036, 92500, 2885"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941588409924,75788787686905712,"108657,50137,3735"
adult_drosophila_melanogaster,neck_connective,DNp17,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941416329500,76422587152129820,"128039,64103,2604"
adult_drosophila_melanogaster,neck_connective,DNp20,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941390623382,75930968083101983,"113199, 92500, 3040"
adult_drosophila_melanogaster,neck_connective,DNp20,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941506196247,76353180548238043,"125286, 92500, 3056"
adult_drosophila_melanogaster,neck_connective,DNp20,putative_primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941506196247,76494880108929731,"130545,121000,2944"
adult_drosophila_melanogaster,neck_connective,DNp24,putative_primary,gaba,"Cheong et al., 2023",EASI-FISH,4,720575941614580437,76142074315048775,"119095, 92500, 2820"
adult_drosophila_melanogaster,neck_connective,DNp24,putative_primary,gaba,"Cheong et al., 2023",EASI-FISH,4,720575941431370671,76142074315233590,"119925, 92500, 2887"
adult_drosophila_melanogaster,neck_connective,DNp49,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941547452084,76071705504037878,"116958, 92500, 2673"
adult_drosophila_melanogaster,neck_connective,DNp49,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2,720575941592893992,76212442992569809,"121905, 92500, 2739"
adult_drosophila_melanogaster,neck_connective,MDN,primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941491012809,76071705571144664,"118303, 92500, 2921"
adult_drosophila_melanogaster,neck_connective,MDN,primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941496264391,76140013334977340,"119719, 31933, 5223"
adult_drosophila_melanogaster,neck_connective,MDN,primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941526842370,76140356395645786,"120664, 41870, 3323"
adult_drosophila_melanogaster,neck_connective,MDN,primary,acetylcholine,"Cheong et al., 2023",EASI-FISH,4,720575941508469086,76140287742936280,"119057, 40586, 3371"
NA,NA,DNp27,NA,NA,NA,NA,NA,720575941450934350,76212442992558863,"122623, 92500, 2732"
NA,NA,DNd02,NA,NA,NA,NA,NA,720575941662395704,76212442992686915,"121893, 92500, 2780"
NA,NA,AN07B004,NA,NA,NA,NA,NA,720575941516280922,76142074248100748,"118873, 92500, 2641"
NA,NA,AN07B004,NA,NA,NA,NA,NA,720575941565436002,76212442992270175,"121586, 92500, 2638"
NA,NA,DNd03,NA,NA,NA,NA,NA,720575941620273535,76353180480628309,"124975, 92500, 2795"
NA,NA,AN02A002,NA,NA,NA,NA,NA,720575941474101344,76496735601974548,"130466, 177090, 3216"
NA,NA,AN19B001,NA,NA,NA,NA,NA,720575941508609665,76353180547663916,"125398, 92500, 2851"
NA,NA,DNp103,NA,NA,NA,NA,NA,720575941633206944,76142074315067918,"120649, 92500, 2827"
NA,NA,AN02A001,NA,NA,NA,NA,NA,720575941633028549,76353180547791491,"126837, 92500, 2891"
NA,NA,AN02A002,NA,NA,NA,NA,NA,720575941514047052,76142074315364152,"119701, 92500, 2936"
NA,NA,DNg34,NA,NA,NA,NA,NA,720575941658928208,76001336759552753,"116232, 92500, 2573"
NA,NA,DNp103,NA,NA,NA,NA,NA,720575941450378333,76071705571064966,"118393, 92500, 2891"
NA,NA,AN02A001,NA,NA,NA,NA,NA,720575941604155638,76496735602389479,"129900, 176881, 3321"
NA,NA,DNp27,NA,NA,NA,NA,NA,720575941459683398,76071705504161048,"117332, 92500, 2717"
NA,NA,AN05B005,NA,NA,NA,NA,NA,720575941499192905,76212442992034111,"122818, 92500, 2564"
NA,NA,DNd02,NA,NA,NA,NA,NA,720575941516237817,76071705436547153,"117680, 92500, 2551"
NA,NA,AN18B001,NA,NA,NA,NA,NA,720575941579780597,76495842315809988,"129961, 150771, 3439"
NA,NA,AN05B006,NA,NA,NA,NA,NA,720575941441287615,76142074248342245,"119841, 92500, 2729"
NA,NA,AN05B007,NA,NA,NA,NA,NA,720575941586127750,76142074248400033,"119183, 92500, 2749"
NA,NA,AN04B001,NA,NA,NA,NA,NA,720575941431071113,76001336759580220,"115972, 92500, 2582"
NA,NA,DNp42,NA,NA,NA,NA,NA,720575941459309727,76282811736508646,"123136, 92500, 2711"
NA,NA,AN12B001,NA,NA,NA,NA,NA,720575941564572416,76282811736177774,"123616, 92500, 2589"
NA,NA,DNp42,NA,NA,NA,NA,NA,720575941691012059,76001336759850554,"116501, 92500, 2676"
NA,NA,DNd03,NA,NA,NA,NA,NA,720575941662645304,75930968015572829,"114636, 92500, 2773"
NA,NA,DNc02,NA,NA,NA,NA,NA,720575941539410837,75930968082567117,"113429,92500,2845"
NA,NA,AN04B001,NA,NA,NA,NA,NA,720575941451015802,76282811736462439,"124030, 92500, 2695"
NA,NA,DNa02,NA,NA,NA,NA,NA,720575941456897005,75930968082849185,"114159, 92500, 2946"
NA,NA,AN05B007,NA,NA,NA,NA,NA,720575941605174462,76142074248452404,"119935, 92500, 2760"
NA,NA,AN18B001,NA,NA,NA,NA,NA,720575941593522283,76212443059568341,"120840, 92500, 2950"
NA,NA,DNg34,NA,NA,NA,NA,NA,720575941691308952,76282811736255603,"124663, 92500, 2622"
NA,NA,DNa02,NA,NA,NA,NA,NA,720575941510475536,76353180547935451,"125502, 92500, 2944"
NA,NA,EA00B006,NA,NA,NA,NA,NA,720575941546693225,76637060639354338,"134808, 165793, 2717"
NA,NA,AN12B001,NA,NA,NA,NA,NA,720575941506237500,76071705503761436,"117927, 92500, 2581"
NA,NA,AN19B017,NA,NA,NA,NA,NA,720575941584752735,76353180547688962,"126029, 92500, 2859"
NA,NA,AN05B005,NA,NA,NA,NA,NA,720575941504555570,76142074180693283,"119095, 92500, 2531"
NA,NA,AN08B012,NA,NA,NA,NA,NA,720575941542749788,76071705504099617,"118659, 92500, 2696"
NA,NA,AN08B012,NA,NA,NA,NA,NA,720575941569365242,76212442992440309,"122203, 92500, 2692"
NA,NA,AN19B001,NA,NA,NA,NA,NA,720575941452772167,75930968015625150,"114279, 92500, 2797"
NA,NA,AN19B001,NA,NA,NA,NA,NA,720575941626272650,76353180547677734,"125713, 92500, 2856"
NA,NA,DNa10,NA,NA,NA,NA,NA,720575941568870770,76001336827297966,"115642, 92500, 3045"
NA,NA,DNa10,NA,NA,NA,NA,NA,720575941510642192,76212443126298223,"121950, 92500, 3077"
NA,NA,AN05B006,NA,NA,NA,NA,NA,720575941539242389,76142074248117589,"119701, 92500, 2645"
NA,NA,DNc01,NA,NA,NA,NA,NA,720575941645392072,75930968082569839,"113698, 92500, 2845"
NA,NA,AN12B004,NA,NA,NA,NA,NA,720575941624328444,76282811736235694,"123614, 92500, 2618"
NA,NA,AN04B001,NA,NA,NA,NA,NA,720575941723377978,76001336759619804,"115908, 92500, 2599"
NA,NA,AN00A002,NA,NA,NA,NA,NA,720575941433075470,76001336759598072,"114862, 92500, 2592"
NA,NA,AN10B005,NA,NA,NA,NA,NA,720575941427899220,76001336759850473,"116044, 92500, 2677"
NA,NA,AN05B006,NA,NA,NA,NA,NA,720575941560024847,76142074248300311,"119666, 92500, 2715"
NA,NA,AN04B001,NA,NA,NA,NA,NA,720575941592984616,76282811736511567,"123842, 92500, 2709"
NA,NA,DNg29,NA,NA,NA,NA,NA,720575941662407992,75788855869355549,"108729, 51671, 1623"
NA,NA,AN27X008,NA,NA,NA,NA,NA,720575941611086410,76352630590519514,"126062, 76307, 2263"
NA,NA,DNa01,NA,NA,NA,NA,NA,720575941411223467,76212443059499909,"121363, 92500, 2923"
NA,NA,DNp18,NA,NA,NA,NA,NA,720575941595189029,76212443059809694,"122682, 92500, 3040"
NA,NA,DNa01,NA,NA,NA,NA,NA,720575941537603043,76071705570992341,"117473, 92500, 2863"
NA,NA,DNg13,NA,NA,NA,NA,NA,720575941535086424,76353180480361355,"125699, 92500, 2676"
NA,NA,DNg27,NA,NA,NA,NA,NA,720575941662506040,75578162021050575,"103790, 63894, 1984"
NA,NA,AN07B005,NA,NA,NA,NA,NA,720575941496642944,76071705504239780,"117418, 92500, 2748"
NA,NA,DNp18,NA,NA,NA,NA,NA,720575941450506830,76001336827019618,"116236, 92500, 2945"
NA,NA,AN05B009,NA,NA,NA,NA,NA,720575941585933190,76212442924885230,"122442, 92500, 2551"
NA,NA,AN17A002,NA,NA,NA,NA,NA,720575941527245337,76212442992321029,"120980, 92500, 2650"
NA,NA,AN07B005,NA,NA,NA,NA,NA,720575941552024575,76212442992882458,"121903, 92500, 2815"
NA,NA,AN12B004,NA,NA,NA,NA,NA,720575941640784671,76071705436534044,"117093, 92500, 2541"
NA,NA,AN10B005,NA,NA,NA,NA,NA,720575941552922686,76212442992648810,"122122, 92500, 2763"
NA,NA,AN18B004,NA,NA,NA,NA,NA,720575941571900232,75930968015431339,"113472, 92500, 2708"
NA,NA,AN09B002,NA,NA,NA,NA,NA,720575941471550475,76142074180696014,"120782, 92500, 2532"
NA,NA,AN18B004,NA,NA,NA,NA,NA,720575941450363770,76353180547689034,"126408, 92500, 2860"
NA,NA,AN05B004,NA,NA,NA,NA,NA,720575941458813680,76212442924858968,"121150, 92500, 2528"
NA,NA,AN05B006,NA,NA,NA,NA,NA,720575941458803952,76142074248416673,"120165, 92500, 2750"
NA,NA,AN06B002,NA,NA,NA,NA,NA,720575941633589179,76284667430785579,"124872, 148818, 3644"
NA,NA,AN27X008,NA,NA,NA,NA,NA,720575941563967847,75930968015632556,"113472, 92500, 2800"
NA,NA,DNg13,NA,NA,NA,NA,NA,720575941563169704,76001336759560257,"115190, 92500, 2574"
NA,NA,AN09B002,NA,NA,NA,NA,NA,720575941461356243,76142074248001841,"119013, 92500, 2601"
NA,NA,AN01B002,NA,NA,NA,NA,NA,720575941431062959,76353180480403344,"125559, 92500, 2701"
NA,NA,DNb09,NA,NA,NA,NA,NA,720575941411472555,76212443059263043,"121657, 92500, 2839"
NA,NA,AN19B004,NA,NA,NA,NA,NA,720575941685691375,76001336759781306,"114948, 92500, 2651"
NA,NA,DNb09,NA,NA,NA,NA,NA,720575941721638714,76071705504311805,"117922, 92500, 2773"
NA,NA,DNp29,NA,NA,NA,NA,NA,720575941536772378,76142074248030440,"120594, 92500, 2611"
NA,NA,AN00A006,NA,NA,NA,NA,NA,720575941487876560,76071705570936087,"117989, 92500, 2845"
NA,NA,AN17A002,NA,NA,NA,NA,NA,720575941499022049,76142074248086699,"119524, 92500, 2632"
NA,NA,DNp29,NA,NA,NA,NA,NA,720575941574983581,76142074248202710,"119779, 92500, 2671"
NA,NA,AN07B005,NA,NA,NA,NA,NA,720575941569579002,76071705504256600,"117967, 92500, 2753"
NA,NA,AN17A004,NA,NA,NA,NA,NA,720575941536279745,76212442992224375,"122325, 92500, 2615"
NA,NA,AN05B023,NA,NA,NA,NA,NA,720575941499916962,76142074247951579,"119271, 92500, 2585"
NA,NA,AN06B002,NA,NA,NA,NA,NA,720575941459897926,76001336759883571,"115870, 92500, 2685"
NA,NA,AN17A003,NA,NA,NA,NA,NA,720575941441987023,76071705503896695,"118552, 92500, 2627"
NA,NA,AN17A004,NA,NA,NA,NA,NA,720575941411405995,76071705504024502,"118781, 92500, 2670"
NA,NA,AN06B002,NA,NA,NA,NA,NA,720575941454918195,76212442992741853,"122122, 92500, 2797"
NA,NA,AN23B002,NA,NA,NA,NA,NA,720575941549448225,76071705570922584,"116790, 92500, 2844"
NA,NA,AN05B023,NA,NA,NA,NA,NA,720575941527011865,76212442992120873,"121256, 92500, 2585"
NA,NA,DNa04,NA,NA,NA,NA,NA,720575941602323897,75436119399371767,"99698,25818,3967"
NA,NA,AN18B002,NA,NA,NA,NA,NA,720575941703161306,75930968015539840,"114121, 92500, 2760"
NA,NA,AN17A009,NA,NA,NA,NA,NA,720575941511508690,76212442992195683,"121112, 92500, 2610"
NA,NA,AN23B002,NA,NA,NA,NA,NA,720575941515175770,76212443059254607,"122004, 92500, 2837"
NA,NA,AN05B004,NA,NA,NA,NA,NA,720575941508517761,76142074180698963,"119805, 92500, 2532"
NA,NA,AN06B002,NA,NA,NA,NA,NA,720575941454888755,76212442992706752,"122194, 92500, 2786"
NA,NA,AN07B011,NA,NA,NA,NA,NA,720575941476977969,76001336692355222,"115618, 92500, 2554"
NA,NA,AN07B015,NA,NA,NA,NA,NA,720575941645244360,76001336759950051,"116485, 92500, 2709"
NA,NA,AN17A014,NA,NA,NA,NA,NA,720575941483506618,76142074248139611,"119208, 92500, 2652"
NA,NA,AN05B010,NA,NA,NA,NA,NA,720575941543158813,76212442992170385,"121628, 92500, 2600"
NA,NA,AN05B010,NA,NA,NA,NA,NA,720575941569361658,76071705503744977,"118385, 92500, 2575"
NA,NA,AN07B005,NA,NA,NA,NA,NA,720575941563646050,76212442992665785,"121825, 92500, 2775"
NA,NA,AN01B002,NA,NA,NA,NA,NA,720575941612188589,76353180480384645,"125587, 92500, 2692"
NA,NA,DNa04,NA,NA,NA,NA,NA,720575941612044518,76212443059434887,"121629, 92500, 2899"
NA,NA,AN17A015,NA,NA,NA,NA,NA,720575941432274647,76142074248064117,"119368, 92500, 2625"
NA,NA,DNp08,NA,NA,NA,NA,NA,720575941408508078,76001336760032775,"114798, 92500, 2732"
NA,NA,AN06B007,NA,NA,NA,NA,NA,720575941529735883,76071705504317391,"117344, 92500, 2771"
NA,NA,AN23B003,NA,NA,NA,NA,NA,720575941490285006,76071705504328589,"118130, 92500, 2776"
NA,NA,AN06B002,NA,NA,NA,NA,NA,720575941653553169,76212442992683947,"122129, 92500, 2781"
NA,NA,AN01A001,NA,NA,NA,NA,NA,720575941449981277,76001336759835146,"115077, 92500, 2670"
NA,NA,DNg29,NA,NA,NA,NA,NA,720575941431211951,76212442992329755,"122206, 92500, 2649"
NA,NA,AN23B001,NA,NA,NA,NA,NA,720575941624808074,76071705504320138,"118479, 92500, 2772"
NA,NA,AN19B004,NA,NA,NA,NA,NA,720575941565099623,76353180480509237,"125239, 92500, 2749"
NA,NA,DNp08,NA,NA,NA,NA,NA,720575941540466381,76353180480550107,"125057, 92500, 2772"
NA,NA,AN07B011,NA,NA,NA,NA,NA,720575941447826708,76353180480364480,"125565, 92500, 2679"
NA,NA,AN01B002,NA,NA,NA,NA,NA,720575941688158447,76001336692343194,"115368, 92500, 2545"
NA,NA,AN17A012,NA,NA,NA,NA,NA,720575941507633793,76142074248486542,"119833, 92500, 2777"
NA,NA,AN17A013,NA,NA,NA,NA,NA,720575941485705478,76142074248083922,"119334, 92500, 2636"
NA,NA,AN08B012,NA,NA,NA,NA,NA,720575941491157454,76071705503979274,"118221, 92500, 2658"
NA,NA,AN18B002,NA,NA,NA,NA,NA,720575941578497369,76353180480620839,"126304, 92500, 2794"
NA,NA,AN05B009,NA,NA,NA,NA,NA,720575941528979844,76071705503913777,"118013, 92500, 2632"
NA,NA,AN13B002,NA,NA,NA,NA,NA,720575941564155282,76286110540171644,"123016, 191825, 3794"
NA,NA,DNg27,NA,NA,NA,NA,NA,720575941581888121,76142074315209525,"119253, 92500, 2883"
NA,NA,AN23B001,NA,NA,NA,NA,NA,720575941496116352,76215398198656998,"121175, 181426, 3797"
NA,NA,AN27X004,NA,NA,NA,NA,NA,720575941633591483,76844318312766474,"139926, 49617, 1710"
NA,NA,AN19B032,NA,NA,NA,NA,NA,720575941472508256,76353180480644173,"126341, 92500, 2808"
NA,NA,AN17A013,NA,NA,NA,NA,NA,720575941601114102,76212442992304307,"121386, 92500, 2649"
NA,NA,AN17A013,NA,NA,NA,NA,NA,720575941531432907,76212442992255493,"121186, 92500, 2630"
NA,NA,AN07B005,NA,NA,NA,NA,NA,720575941453681203,76071705504268164,"117527, 92500, 2755"
NA,NA,AN13B002,NA,NA,NA,NA,NA,720575941626281354,76142074180719381,"119104, 92500, 2547"
NA,NA,AN08B009,NA,NA,NA,NA,NA,720575941526870628,76212442992561485,"120933, 92500, 2732"
NA,NA,AN06B007,NA,NA,NA,NA,NA,720575941569349370,76212443059290345,"121055, 92500, 2850"
NA,NA,AN17A003,NA,NA,NA,NA,NA,720575941441848411,76212442992298499,"121195, 92500, 2641"
NA,NA,AN05B101,NA,NA,NA,NA,NA,720575941416830748,76142074248342226,"119702, 92500, 2732"
NA,NA,AN17A003,NA,NA,NA,NA,NA,720575941651946005,76212442992405847,"121262, 92500, 2679"
NA,NA,AN04B003,NA,NA,NA,NA,NA,720575941548351549,76142074314899341,"120677, 92500, 2816"
NA,NA,AN17A012,NA,NA,NA,NA,NA,720575941525922148,76142074248447182,"120285, 92500, 2764"
NA,NA,AN17A003,NA,NA,NA,NA,NA,720575941628267321,76142074247904130,"119271, 92500, 2568"
NA,NA,DNp38,NA,NA,NA,NA,NA,720575941584765535,76071705504414158,"118631, 92500, 2809"
NA,NA,AN17A008,NA,NA,NA,NA,NA,720575941484394125,76142074248336663,"120086, 92500, 2726"
NA,NA,AN19B010,NA,NA,NA,NA,NA,720575941572468126,76282811736564765,"124228, 92500, 2728"
NA,NA,AN05B021,NA,NA,NA,NA,NA,720575941483850749,76495429730570401,"130657, 138142, 2417"
NA,NA,AN06B002,NA,NA,NA,NA,NA,720575941564244743,76071705504270956,"117383, 92500, 2759"
NA,NA,AN12B008,NA,NA,NA,NA,NA,720575941470861120,76282811736411923,"124449, 92500, 2681"
NA,NA,AN07B015,NA,NA,NA,NA,NA,720575941433051406,76282811736634727,"123055, 92500, 2756"
NA,NA,AN05B101,NA,NA,NA,NA,NA,720575941564723456,76142074248164001,"120350, 92500, 2664"
NA,NA,AN01A001,NA,NA,NA,NA,NA,720575941579788533,76282811736561828,"123952, 92500, 2731"
NA,NA,AN19B032,NA,NA,NA,NA,NA,720575941611944668,75930968015520673,"114084, 92500, 2753"
NA,NA,AN17A014,NA,NA,NA,NA,NA,720575941493296560,76142074248117609,"120614, 92500, 2644"
